timestamp,raw_data
2026-03-24T15:16:47.755210,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":175,""T"":2901543,""D"":338,""P"":24,""Xcm"":38,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.767133,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":176,""T"":2901556,""D"":335,""P"":19,""Xcm"":40,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.779067,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":177,""T"":2901569,""D"":333,""P"":46,""Xcm"":42,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.791126,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":178,""T"":2901582,""D"":335,""P"":16,""Xcm"":42,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.802949,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":179,""T"":2901595,""D"":333,""P"":13,""Xcm"":42,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.851209,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":180,""T"":2901644,""D"":335,""P"":17,""Xcm"":40,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.869102,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":181,""T"":2901657,""D"":335,""P"":19,""Xcm"":40,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.881194,"b'JS006E{""TWR"": {""a16"":""503B"",""R"":182,""T"":2901670,""D"":336,""P"":7,""Xcm"":38,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.893013,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":183,""T"":2901683,""D"":336,""P"":19,""Xcm"":38,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.905033,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":184,""T"":2901696,""D"":333,""P"":22,""Xcm"":38,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.952885,"b'JS006E{""TWR"": {""a16"":""503B"",""R"":185,""T"":2901745,""D"":334,""P"":7,""Xcm"":38,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.965241,"b'JS006E{""TWR"": {""a16"":""503B"",""R"":186,""T"":2901758,""D"":338,""P"":4,""Xcm"":36,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.982981,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":187,""T"":2901771,""D"":337,""P"":25,""Xcm"":39,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.995043,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":188,""T"":2901784,""D"":337,""P"":13,""Xcm"":39,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:48.007181,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":189,""T"":2901797,""D"":334,""P"":19,""Xcm"":41,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:48.055262,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":190,""T"":2901846,""D"":337,""P"":37,""Xcm"":41,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:48.067270,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":191,""T"":2901859,""D"":336,""P"":14,""Xcm"":39,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:48.079059,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":192,""T"":2901872,""D"":335,""P"":13,""Xcm"":39,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:48.096883,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":193,""T"":2901885,""D"":337,""P"":34,""Xcm"":41,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:48.109057,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":194,""T"":2901898,""D"":334,""P"":22,""Xcm"":41,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:48.157292,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":195,""T"":2901947,""D"":333,""P"":16,""Xcm"":41,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:48.169289,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":196,""T"":2901960,""D"":336,""P"":14,""Xcm"":41,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:48.181157,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":197,""T"":2901973,""D"":338,""P"":17,""Xcm"":39,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:48.193051,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":198,""T"":2901986,""D"":334,""P"":11,""Xcm"":39,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:48.211094,"b'JS006E{""TWR"": {""a16"":""503B"",""R"":199,""T"":2901999,""D"":336,""P"":9,""Xcm"":38,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
